Sample in Buffer,Sample in Window,TRIGGER,block_design_i/system_ila_ad_if/inst/probe0_1[13:0],block_design_i/system_ila_ad_if/inst/probe1_1,block_design_i/system_ila_ad_if/inst/probe2_1[13:0],block_design_i/system_ila_ad_if/inst/probe3_1[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,HEX,SIGNED,HEX
708,708,0,-7446,1,3313,00000001
709,709,0,3313,1,-7572,00000001
710,710,0,-7572,1,-4844,00000001
711,711,0,-4844,1,-7438,00000001
712,712,0,-7438,1,3312,00000001
713,713,0,3312,1,-7570,00000001
714,714,0,-7570,1,-4841,00000001
715,715,0,-4841,1,-7437,00000001
716,716,0,-7437,1,3307,00000001
717,717,0,3307,1,-7566,00000001
718,718,0,-7566,1,-4841,00000001
719,719,0,-4841,1,-7439,00000001
720,720,0,-7439,1,3314,00000001
721,721,0,3314,1,-7568,00000001
722,722,0,-7568,1,-4839,00000001
723,723,0,-4839,1,-7443,00000001
724,724,0,-7443,1,3311,00000001
725,725,0,3311,1,-7569,00000001
726,726,0,-7569,1,-4845,00000001
727,727,0,-4845,1,-7452,00000001
728,728,0,-7452,1,3314,00000001
729,729,0,3314,1,-7562,00000001
730,730,0,-7562,1,-4844,00000001
731,731,0,-4844,1,-7469,00000001
732,732,0,-7469,1,3318,00000001
733,733,0,3318,1,-7550,00000001
734,734,0,-7550,1,-4843,00000001
735,735,0,-4843,1,-7464,00000001
736,736,0,-7464,1,3321,00000001
737,737,0,3321,1,-7546,00000001
738,738,0,-7546,1,-4841,00000001
739,739,0,-4841,1,-7471,00000001
740,740,0,-7471,1,3318,00000001
741,741,0,3318,1,-7546,00000001
742,742,0,-7546,1,-4841,00000001
743,743,0,-4841,1,-7479,00000001
744,744,0,-7479,1,3319,00000001
745,745,0,3319,1,-7539,00000001
746,746,0,-7539,1,-4841,00000001
747,747,0,-4841,1,-7486,00000001
748,748,0,-7486,1,3323,00000001
749,749,0,3323,1,-7535,00000001
750,750,0,-7535,1,-4843,00000001
751,751,0,-4843,1,-7488,00000001
752,752,0,-7488,1,3324,00000001
753,753,0,3324,1,-7534,00000001
754,754,0,-7534,1,-4841,00000001
755,755,0,-4841,1,-7491,00000001
756,756,0,-7491,1,3323,00000001
757,757,0,3323,1,-7531,00000001
758,758,0,-7531,1,-4841,00000001
759,759,0,-4841,1,-7494,00000001
760,760,0,-7494,1,3324,00000001
761,761,0,3324,1,-7530,00000001
762,762,0,-7530,1,-4844,00000001
763,763,0,-4844,1,-7490,00000001
764,764,0,-7490,1,3326,00000001
765,765,0,3326,1,-7536,00000001
766,766,0,-7536,1,-4842,00000001
767,767,0,-4842,1,-7502,00000001
768,768,0,-7502,1,3327,00000001
769,769,0,3327,1,-7537,00000001
770,770,0,-7537,1,-4838,00000001
771,771,0,-4838,1,-7493,00000001
772,772,0,-7493,1,3326,00000001
773,773,0,3326,1,-7532,00000001
774,774,0,-7532,1,-4839,00000001
775,775,0,-4839,1,-7491,00000001
776,776,0,-7491,1,3323,00000001
777,777,0,3323,1,-7529,00000001
778,778,0,-7529,1,-4843,00000001
779,779,0,-4843,1,-7488,00000001
780,780,0,-7488,1,3322,00000001
781,781,0,3322,1,-7543,00000001
782,782,0,-7543,1,-4838,00000001
783,783,0,-4838,1,-7485,00000001
784,784,0,-7485,1,3326,00000001
785,785,0,3326,1,-7536,00000001
786,786,0,-7536,1,-4842,00000001
787,787,0,-4842,1,-7480,00000001
788,788,0,-7480,1,3324,00000001
789,789,0,3324,1,-7548,00000001
790,790,0,-7548,1,-4844,00000001
791,791,0,-4844,1,-7477,00000001
792,792,0,-7477,1,3319,00000001
793,793,0,3319,1,-7552,00000001
794,794,0,-7552,1,-4845,00000001
795,795,0,-4845,1,-7466,00000001
796,796,0,-7466,1,3318,00000001
797,797,0,3318,1,-7557,00000001
798,798,0,-7557,1,-4840,00000001
799,799,0,-4840,1,-7453,00000001
800,800,0,-7453,1,3317,00000001
801,801,0,3317,1,-7563,00000001
802,802,0,-7563,1,-4841,00000001
803,803,0,-4841,1,-7449,00000001
804,804,0,-7449,1,3320,00000001
805,805,0,3320,1,-7571,00000001
806,806,0,-7571,1,-4843,00000001
807,807,0,-4843,1,-7443,00000001
808,808,0,-7443,1,3310,00000001
809,809,0,3310,1,-7575,00000001
810,810,0,-7575,1,-4843,00000001
811,811,0,-4843,1,-7441,00000001
812,812,0,-7441,1,3311,00000001
813,813,0,3311,1,-7577,00000001
814,814,0,-7577,1,-4842,00000001
815,815,0,-4842,1,-7438,00000001
816,816,0,-7438,1,3311,00000001
817,817,0,3311,1,-7576,00000001
818,818,0,-7576,1,-4842,00000001
819,819,0,-4842,1,-7447,00000001
820,820,0,-7447,1,3312,00000001
821,821,0,3312,1,-7562,00000001
822,822,0,-7562,1,-4843,00000001
823,823,0,-4843,1,-7448,00000001
824,824,0,-7448,1,3312,00000001
825,825,0,3312,1,-7572,00000001
826,826,0,-7572,1,-4839,00000001
827,827,0,-4839,1,-7455,00000001
828,828,0,-7455,1,3312,00000001
829,829,0,3312,1,-7557,00000001
830,830,0,-7557,1,-4843,00000001
831,831,0,-4843,1,-7457,00000001
832,832,0,-7457,1,3315,00000001
833,833,0,3315,1,-7559,00000001
834,834,0,-7559,1,-4841,00000001
835,835,0,-4841,1,-7459,00000001
836,836,0,-7459,1,3317,00000001
837,837,0,3317,1,-7547,00000001
838,838,0,-7547,1,-4840,00000001
839,839,0,-4840,1,-7469,00000001
840,840,0,-7469,1,3317,00000001
841,841,0,3317,1,-7545,00000001
842,842,0,-7545,1,-4843,00000001
843,843,0,-4843,1,-7482,00000001
844,844,0,-7482,1,3319,00000001
845,845,0,3319,1,-7547,00000001
846,846,0,-7547,1,-4841,00000001
847,847,0,-4841,1,-7488,00000001
848,848,0,-7488,1,3320,00000001
849,849,0,3320,1,-7538,00000001
850,850,0,-7538,1,-4844,00000001
851,851,0,-4844,1,-7488,00000001
852,852,0,-7488,1,3325,00000001
853,853,0,3325,1,-7542,00000001
854,854,0,-7542,1,-4839,00000001
855,855,0,-4839,1,-7484,00000001
856,856,0,-7484,1,3322,00000001
857,857,0,3322,1,-7536,00000001
858,858,0,-7536,1,-4843,00000001
859,859,0,-4843,1,-7491,00000001
860,860,0,-7491,1,3326,00000001
861,861,0,3326,1,-7535,00000001
862,862,0,-7535,1,-4840,00000001
863,863,0,-4840,1,-7495,00000001
864,864,0,-7495,1,3325,00000001
865,865,0,3325,1,-7527,00000001
866,866,0,-7527,1,-4842,00000001
867,867,0,-4842,1,-7497,00000001
868,868,0,-7497,1,3324,00000001
869,869,0,3324,1,-7529,00000001
870,870,0,-7529,1,-4840,00000001
871,871,0,-4840,1,-7494,00000001
872,872,0,-7494,1,3326,00000001
873,873,0,3326,1,-7534,00000001
874,874,0,-7534,1,-4840,00000001
875,875,0,-4840,1,-7489,00000001
876,876,0,-7489,1,3328,00000001
877,877,0,3328,1,-7537,00000001
878,878,0,-7537,1,-4840,00000001
879,879,0,-4840,1,-7486,00000001
880,880,0,-7486,1,3324,00000001
881,881,0,3324,1,-7542,00000001
882,882,0,-7542,1,-4844,00000001
883,883,0,-4844,1,-7483,00000001
884,884,0,-7483,1,3321,00000001
885,885,0,3321,1,-7546,00000001
886,886,0,-7546,1,-4838,00000001
887,887,0,-4838,1,-7478,00000001
888,888,0,-7478,1,3327,00000001
889,889,0,3327,1,-7548,00000001
890,890,0,-7548,1,-4836,00000001
891,891,0,-4836,1,-7465,00000001
892,892,0,-7465,1,3319,00000001
893,893,0,3319,1,-7548,00000001
894,894,0,-7548,1,-4841,00000001
895,895,0,-4841,1,-7460,00000001
896,896,0,-7460,1,3318,00000001
897,897,0,3318,1,-7560,00000001
898,898,0,-7560,1,-4841,00000001
899,899,0,-4841,1,-7452,00000001
900,900,0,-7452,1,3321,00000001
901,901,0,3321,1,-7567,00000001
902,902,0,-7567,1,-4844,00000001
903,903,0,-4844,1,-7449,00000001
904,904,0,-7449,1,3319,00000001
905,905,0,3319,1,-7571,00000001
906,906,0,-7571,1,-4840,00000001
907,907,0,-4840,1,-7437,00000001
908,908,0,-7437,1,3311,00000001
909,909,0,3311,1,-7574,00000001
910,910,0,-7574,1,-4839,00000001
911,911,0,-4839,1,-7440,00000001
912,912,0,-7440,1,3315,00000001
913,913,0,3315,1,-7575,00000001
914,914,0,-7575,1,-4837,00000001
915,915,0,-4837,1,-7440,00000001
916,916,0,-7440,1,3312,00000001
917,917,0,3312,1,-7571,00000001
918,918,0,-7571,1,-4845,00000001
919,919,0,-4845,1,-7443,00000001
920,920,0,-7443,1,3313,00000001
921,921,0,3313,1,-7570,00000001
922,922,0,-7570,1,-4837,00000001
923,923,0,-4837,1,-7448,00000001
924,924,0,-7448,1,3314,00000001
925,925,0,3314,1,-7564,00000001
926,926,0,-7564,1,-4841,00000001
927,927,0,-4841,1,-7449,00000001
928,928,0,-7449,1,3317,00000001
929,929,0,3317,1,-7567,00000001
930,930,0,-7567,1,-4839,00000001
931,931,0,-4839,1,-7453,00000001
932,932,0,-7453,1,3312,00000001
933,933,0,3312,1,-7558,00000001
934,934,0,-7558,1,-4842,00000001
935,935,0,-4842,1,-7471,00000001
936,936,0,-7471,1,3314,00000001
937,937,0,3314,1,-7551,00000001
938,938,0,-7551,1,-4839,00000001
939,939,0,-4839,1,-7473,00000001
940,940,0,-7473,1,3317,00000001
941,941,0,3317,1,-7553,00000001
942,942,0,-7553,1,-4842,00000001
943,943,0,-4842,1,-7480,00000001
944,944,0,-7480,1,3319,00000001
945,945,0,3319,1,-7542,00000001
946,946,0,-7542,1,-4841,00000001
947,947,0,-4841,1,-7480,00000001
948,948,0,-7480,1,3321,00000001
949,949,0,3321,1,-7540,00000001
950,950,0,-7540,1,-4837,00000001
951,951,0,-4837,1,-7483,00000001
952,952,0,-7483,1,3318,00000001
953,953,0,3318,1,-7540,00000001
954,954,0,-7540,1,-4835,00000001
955,955,0,-4835,1,-7488,00000001
956,956,0,-7488,1,3321,00000001
957,957,0,3321,1,-7525,00000001
958,958,0,-7525,1,-4844,00000001
959,959,0,-4844,1,-7486,00000001
960,960,0,-7486,1,3322,00000001
961,961,0,3322,1,-7539,00000001
962,962,0,-7539,1,-4842,00000001
963,963,0,-4842,1,-7488,00000001
964,964,0,-7488,1,3325,00000001
965,965,0,3325,1,-7529,00000001
966,966,0,-7529,1,-4845,00000001
967,967,0,-4845,1,-7499,00000001
968,968,0,-7499,1,3322,00000001
969,969,0,3322,1,-7530,00000001
970,970,0,-7530,1,-4840,00000001
971,971,0,-4840,1,-7499,00000001
972,972,0,-7499,1,3328,00000001
973,973,0,3328,1,-7535,00000001
974,974,0,-7535,1,-4844,00000001
975,975,0,-4844,1,-7486,00000001
976,976,0,-7486,1,3323,00000001
977,977,0,3323,1,-7534,00000001
978,978,0,-7534,1,-4842,00000001
979,979,0,-4842,1,-7486,00000001
980,980,0,-7486,1,3319,00000001
981,981,0,3319,1,-7542,00000001
982,982,0,-7542,1,-4840,00000001
983,983,0,-4840,1,-7488,00000001
984,984,0,-7488,1,3322,00000001
985,985,0,3322,1,-7547,00000001
986,986,0,-7547,1,-4842,00000001
987,987,0,-4842,1,-7480,00000001
988,988,0,-7480,1,3325,00000001
989,989,0,3325,1,-7544,00000001
990,990,0,-7544,1,-4842,00000001
991,991,0,-4842,1,-7472,00000001
992,992,0,-7472,1,3320,00000001
993,993,0,3320,1,-7557,00000001
994,994,0,-7557,1,-4840,00000001
995,995,0,-4840,1,-7465,00000001
996,996,0,-7465,1,3317,00000001
997,997,0,3317,1,-7564,00000001
998,998,0,-7564,1,-4841,00000001
999,999,0,-4841,1,-7460,00000001
1000,1000,0,-7460,1,3317,00000001
1001,1001,0,3317,1,-7566,00000001
1002,1002,0,-7566,1,-4846,00000001
1003,1003,0,-4846,1,-7447,00000001
1004,1004,0,-7447,1,3320,00000001
1005,1005,0,3320,1,-7571,00000001
1006,1006,0,-7571,1,-4839,00000001
1007,1007,0,-4839,1,-7437,00000001
1008,1008,0,-7437,1,3314,00000001
1009,1009,0,3314,1,-7580,00000001
1010,1010,0,-7580,1,-4840,00000001
1011,1011,0,-4840,1,-7437,00000001
1012,1012,0,-7437,1,3313,00000001
1013,1013,0,3313,1,-7572,00000001
1014,1014,0,-7572,1,-4842,00000001
1015,1015,0,-4842,1,-7437,00000001
1016,1016,0,-7437,1,3310,00000001
1017,1017,0,3310,1,-7577,00000001
1018,1018,0,-7577,1,-4839,00000001
1019,1019,0,-4839,1,-7440,00000001
1020,1020,0,-7440,1,3308,00000001
1021,1021,0,3308,1,-7575,00000001
1022,1022,0,-7575,1,-4843,00000001
1023,1023,0,-4843,1,-7443,00000001
1024,1024,0,-7443,1,3312,00000001
1025,1025,0,3312,1,-7564,00000001
1026,1026,0,-7564,1,-4841,00000001
1027,1027,0,-4841,1,-7454,00000001
1028,1028,0,-7454,1,3315,00000001
1029,1029,0,3315,1,-7566,00000001
1030,1030,0,-7566,1,-4837,00000001
1031,1031,0,-4837,1,-7453,00000001
1032,1032,0,-7453,1,3315,00000001
1033,1033,0,3315,1,-7562,00000001
1034,1034,0,-7562,1,-4840,00000001
1035,1035,0,-4840,1,-7466,00000001
1036,1036,0,-7466,1,3311,00000001
1037,1037,0,3311,1,-7557,00000001
1038,1038,0,-7557,1,-4840,00000001
1039,1039,0,-4840,1,-7465,00000001
1040,1040,0,-7465,1,3316,00000001
1041,1041,0,3316,1,-7550,00000001
1042,1042,0,-7550,1,-4837,00000001
1043,1043,0,-4837,1,-7471,00000001
1044,1044,0,-7471,1,3321,00000001
1045,1045,0,3321,1,-7546,00000001
1046,1046,0,-7546,1,-4841,00000001
1047,1047,0,-4841,1,-7476,00000001
1048,1048,0,-7476,1,3321,00000001
1049,1049,0,3321,1,-7544,00000001
1050,1050,0,-7544,1,-4843,00000001
1051,1051,0,-4843,1,-7483,00000001
1052,1052,0,-7483,1,3324,00000001
1053,1053,0,3324,1,-7539,00000001
1054,1054,0,-7539,1,-4844,00000001
1055,1055,0,-4844,1,-7492,00000001
1056,1056,0,-7492,1,3322,00000001
1057,1057,0,3322,1,-7535,00000001
1058,1058,0,-7535,1,-4842,00000001
1059,1059,0,-4842,1,-7490,00000001
1060,1060,0,-7490,1,3321,00000001
1061,1061,0,3321,1,-7534,00000001
1062,1062,0,-7534,1,-4841,00000001
1063,1063,0,-4841,1,-7498,00000001
1064,1064,0,-7498,1,3322,00000001
1065,1065,0,3322,1,-7531,00000001
1066,1066,0,-7531,1,-4839,00000001
1067,1067,0,-4839,1,-7485,00000001
1068,1068,0,-7485,1,3323,00000001
1069,1069,0,3323,1,-7542,00000001
1070,1070,0,-7542,1,-4838,00000001
1071,1071,0,-4838,1,-7490,00000001
1072,1072,0,-7490,1,3321,00000001
1073,1073,0,3321,1,-7538,00000001
1074,1074,0,-7538,1,-4843,00000001
1075,1075,0,-4843,1,-7487,00000001
1076,1076,0,-7487,1,3323,00000001
1077,1077,0,3323,1,-7539,00000001
1078,1078,0,-7539,1,-4843,00000001
1079,1079,0,-4843,1,-7487,00000001
1080,1080,0,-7487,1,3326,00000001
1081,1081,0,3326,1,-7542,00000001
1082,1082,0,-7542,1,-4839,00000001
1083,1083,0,-4839,1,-7481,00000001
1084,1084,0,-7481,1,3325,00000001
1085,1085,0,3325,1,-7547,00000001
1086,1086,0,-7547,1,-4843,00000001
1087,1087,0,-4843,1,-7480,00000001
1088,1088,0,-7480,1,3320,00000001
1089,1089,0,3320,1,-7547,00000001
1090,1090,0,-7547,1,-4840,00000001
1091,1091,0,-4840,1,-7467,00000001
1092,1092,0,-7467,1,3319,00000001
1093,1093,0,3319,1,-7553,00000001
1094,1094,0,-7553,1,-4842,00000001
1095,1095,0,-4842,1,-7458,00000001
1096,1096,0,-7458,1,3313,00000001
1097,1097,0,3313,1,-7559,00000001
1098,1098,0,-7559,1,-4841,00000001
1099,1099,0,-4841,1,-7453,00000001
1100,1100,0,-7453,1,3319,00000001
1101,1101,0,3319,1,-7571,00000001
1102,1102,0,-7571,1,-4843,00000001
1103,1103,0,-4843,1,-7446,00000001
1104,1104,0,-7446,1,3319,00000001
1105,1105,0,3319,1,-7574,00000001
1106,1106,0,-7574,1,-4840,00000001
1107,1107,0,-4840,1,-7434,00000001
1108,1108,0,-7434,1,3311,00000001
1109,1109,0,3311,1,-7580,00000001
1110,1110,0,-7580,1,-4840,00000001
1111,1111,0,-4840,1,-7432,00000001
1112,1112,0,-7432,1,3308,00000001
1113,1113,0,3308,1,-7578,00000001
1114,1114,0,-7578,1,-4845,00000001
1115,1115,0,-4845,1,-7443,00000001
1116,1116,0,-7443,1,3313,00000001
1117,1117,0,3313,1,-7574,00000001
1118,1118,0,-7574,1,-4842,00000001
1119,1119,0,-4842,1,-7440,00000001
1120,1120,0,-7440,1,3314,00000001
1121,1121,0,3314,1,-7570,00000001
1122,1122,0,-7570,1,-4843,00000001
1123,1123,0,-4843,1,-7444,00000001
1124,1124,0,-7444,1,3313,00000001
1125,1125,0,3313,1,-7565,00000001
1126,1126,0,-7565,1,-4844,00000001
1127,1127,0,-4844,1,-7450,00000001
1128,1128,0,-7450,1,3316,00000001
1129,1129,0,3316,1,-7564,00000001
1130,1130,0,-7564,1,-4843,00000001
1131,1131,0,-4843,1,-7453,00000001
1132,1132,0,-7453,1,3316,00000001
1133,1133,0,3316,1,-7561,00000001
1134,1134,0,-7561,1,-4837,00000001
1135,1135,0,-4837,1,-7459,00000001
1136,1136,0,-7459,1,3313,00000001
1137,1137,0,3313,1,-7554,00000001
1138,1138,0,-7554,1,-4837,00000001
1139,1139,0,-4837,1,-7472,00000001
1140,1140,0,-7472,1,3316,00000001
1141,1141,0,3316,1,-7547,00000001
1142,1142,0,-7547,1,-4837,00000001
1143,1143,0,-4837,1,-7472,00000001
1144,1144,0,-7472,1,3317,00000001
1145,1145,0,3317,1,-7544,00000001
1146,1146,0,-7544,1,-4841,00000001
1147,1147,0,-4841,1,-7478,00000001
1148,1148,0,-7478,1,3319,00000001
1149,1149,0,3319,1,-7543,00000001
1150,1150,0,-7543,1,-4839,00000001
1151,1151,0,-4839,1,-7485,00000001
1152,1152,0,-7485,1,3320,00000001
1153,1153,0,3320,1,-7546,00000001
1154,1154,0,-7546,1,-4841,00000001
1155,1155,0,-4841,1,-7488,00000001
1156,1156,0,-7488,1,3321,00000001
1157,1157,0,3321,1,-7534,00000001
1158,1158,0,-7534,1,-4840,00000001
1159,1159,0,-4840,1,-7486,00000001
1160,1160,0,-7486,1,3327,00000001
1161,1161,0,3327,1,-7534,00000001
1162,1162,0,-7534,1,-4841,00000001
1163,1163,0,-4841,1,-7488,00000001
1164,1164,0,-7488,1,3323,00000001
1165,1165,0,3323,1,-7530,00000001
1166,1166,0,-7530,1,-4843,00000001
1167,1167,0,-4843,1,-7489,00000001
1168,1168,0,-7489,1,3326,00000001
1169,1169,0,3326,1,-7535,00000001
1170,1170,0,-7535,1,-4841,00000001
1171,1171,0,-4841,1,-7494,00000001
1172,1172,0,-7494,1,3323,00000001
1173,1173,0,3323,1,-7529,00000001
1174,1174,0,-7529,1,-4842,00000001
1175,1175,0,-4842,1,-7489,00000001
1176,1176,0,-7489,1,3322,00000001
1177,1177,0,3322,1,-7538,00000001
1178,1178,0,-7538,1,-4841,00000001
1179,1179,0,-4841,1,-7487,00000001
1180,1180,0,-7487,1,3321,00000001
1181,1181,0,3321,1,-7539,00000001
1182,1182,0,-7539,1,-4841,00000001
1183,1183,0,-4841,1,-7481,00000001
1184,1184,0,-7481,1,3322,00000001
1185,1185,0,3322,1,-7538,00000001
1186,1186,0,-7538,1,-4844,00000001
1187,1187,0,-4844,1,-7476,00000001
1188,1188,0,-7476,1,3319,00000001
1189,1189,0,3319,1,-7554,00000001
1190,1190,0,-7554,1,-4846,00000001
1191,1191,0,-4846,1,-7465,00000001
1192,1192,0,-7465,1,3317,00000001
1193,1193,0,3317,1,-7552,00000001
1194,1194,0,-7552,1,-4843,00000001
1195,1195,0,-4843,1,-7462,00000001
1196,1196,0,-7462,1,3317,00000001
1197,1197,0,3317,1,-7561,00000001
1198,1198,0,-7561,1,-4843,00000001
1199,1199,0,-4843,1,-7455,00000001
1200,1200,0,-7455,1,3320,00000001
1201,1201,0,3320,1,-7568,00000001
1202,1202,0,-7568,1,-4845,00000001
1203,1203,0,-4845,1,-7449,00000001
1204,1204,0,-7449,1,3317,00000001
1205,1205,0,3317,1,-7578,00000001
1206,1206,0,-7578,1,-4843,00000001
1207,1207,0,-4843,1,-7439,00000001
1208,1208,0,-7439,1,3311,00000001
1209,1209,0,3311,1,-7575,00000001
1210,1210,0,-7575,1,-4844,00000001
1211,1211,0,-4844,1,-7437,00000001
1212,1212,0,-7437,1,3307,00000001
1213,1213,0,3307,1,-7581,00000001
1214,1214,0,-7581,1,-4841,00000001
1215,1215,0,-4841,1,-7435,00000001
1216,1216,0,-7435,1,3311,00000001
1217,1217,0,3311,1,-7577,00000001
1218,1218,0,-7577,1,-4837,00000001
1219,1219,0,-4837,1,-7436,00000001
1220,1220,0,-7436,1,3309,00000001
1221,1221,0,3309,1,-7572,00000001
1222,1222,0,-7572,1,-4839,00000001
1223,1223,0,-4839,1,-7442,00000001
1224,1224,0,-7442,1,3313,00000001
1225,1225,0,3313,1,-7563,00000001
1226,1226,0,-7563,1,-4841,00000001
1227,1227,0,-4841,1,-7452,00000001
1228,1228,0,-7452,1,3312,00000001
1229,1229,0,3312,1,-7563,00000001
1230,1230,0,-7563,1,-4843,00000001
1231,1231,0,-4843,1,-7457,00000001
1232,1232,0,-7457,1,3313,00000001
1233,1233,0,3313,1,-7559,00000001
1234,1234,0,-7559,1,-4842,00000001
1235,1235,0,-4842,1,-7462,00000001
1236,1236,0,-7462,1,3315,00000001
1237,1237,0,3315,1,-7555,00000001
1238,1238,0,-7555,1,-4841,00000001
1239,1239,0,-4841,1,-7463,00000001
1240,1240,0,-7463,1,3316,00000001
1241,1241,0,3316,1,-7558,00000001
1242,1242,0,-7558,1,-4835,00000001
1243,1243,0,-4835,1,-7473,00000001
1244,1244,0,-7473,1,3317,00000001
1245,1245,0,3317,1,-7549,00000001
1246,1246,0,-7549,1,-4840,00000001
1247,1247,0,-4840,1,-7478,00000001
1248,1248,0,-7478,1,3321,00000001
1249,1249,0,3321,1,-7533,00000001
1250,1250,0,-7533,1,-4842,00000001
1251,1251,0,-4842,1,-7483,00000001
1252,1252,0,-7483,1,3324,00000001
1253,1253,0,3324,1,-7541,00000001
1254,1254,0,-7541,1,-4841,00000001
1255,1255,0,-4841,1,-7482,00000001
1256,1256,0,-7482,1,3320,00000001
1257,1257,0,3320,1,-7539,00000001
1258,1258,0,-7539,1,-4839,00000001
1259,1259,0,-4839,1,-7481,00000001
1260,1260,0,-7481,1,3323,00000001
1261,1261,0,3323,1,-7533,00000001
1262,1262,0,-7533,1,-4844,00000001
1263,1263,0,-4844,1,-7489,00000001
1264,1264,0,-7489,1,3322,00000001
1265,1265,0,3322,1,-7540,00000001
1266,1266,0,-7540,1,-4840,00000001
1267,1267,0,-4840,1,-7491,00000001
1268,1268,0,-7491,1,3325,00000001
1269,1269,0,3325,1,-7542,00000001
1270,1270,0,-7542,1,-4841,00000001
1271,1271,0,-4841,1,-7485,00000001
1272,1272,0,-7485,1,3323,00000001
1273,1273,0,3323,1,-7540,00000001
1274,1274,0,-7540,1,-4835,00000001
1275,1275,0,-4835,1,-7482,00000001
1276,1276,0,-7482,1,3324,00000001
1277,1277,0,3324,1,-7536,00000001
1278,1278,0,-7536,1,-4840,00000001
1279,1279,0,-4840,1,-7480,00000001
1280,1280,0,-7480,1,3324,00000001
1281,1281,0,3324,1,-7544,00000001
1282,1282,0,-7544,1,-4843,00000001
1283,1283,0,-4843,1,-7479,00000001
1284,1284,0,-7479,1,3322,00000001
1285,1285,0,3322,1,-7543,00000001
1286,1286,0,-7543,1,-4839,00000001
1287,1287,0,-4839,1,-7481,00000001
1288,1288,0,-7481,1,3315,00000001
1289,1289,0,3315,1,-7552,00000001
1290,1290,0,-7552,1,-4833,00000001
1291,1291,0,-4833,1,-7478,00000001
1292,1292,0,-7478,1,3318,00000001
1293,1293,0,3318,1,-7543,00000001
1294,1294,0,-7543,1,-4846,00000001
1295,1295,0,-4846,1,-7465,00000001
1296,1296,0,-7465,1,3320,00000001
1297,1297,0,3320,1,-7567,00000001
1298,1298,0,-7567,1,-4845,00000001
1299,1299,0,-4845,1,-7434,00000001
1300,1300,0,-7434,1,3313,00000001
1301,1301,0,3313,1,-7574,00000001
1302,1302,0,-7574,1,-4843,00000001
1303,1303,0,-4843,1,-7441,00000001
1304,1304,0,-7441,1,3310,00000001
1305,1305,0,3310,1,-7575,00000001
1306,1306,0,-7575,1,-4841,00000001
1307,1307,0,-4841,1,-7442,00000001
1308,1308,0,-7442,1,3312,00000001
1309,1309,0,3312,1,-7572,00000001
1310,1310,0,-7572,1,-4845,00000001
1311,1311,0,-4845,1,-7431,00000001
1312,1312,0,-7431,1,3316,00000001
1313,1313,0,3316,1,-7580,00000001
1314,1314,0,-7580,1,-4844,00000001
1315,1315,0,-4844,1,-7434,00000001
1316,1316,0,-7434,1,3313,00000001
1317,1317,0,3313,1,-7582,00000001
1318,1318,0,-7582,1,-4835,00000001
1319,1319,0,-4835,1,-7444,00000001
1320,1320,0,-7444,1,3308,00000001
1321,1321,0,3308,1,-7572,00000001
